Transaction_date,Transaction_ID,Gender,Age,Marital_status,State_names,Segment,Employees_status,Payment_method,Referal,Amount_spent
01-09-2020,151797,Male,71,Single,Kentucky,Basic,workers,PayPal,0,2037.59
02-09-2020,151798,Female,75,Single,Colorado,Basic,self-employed,Card,1,836.55
03-09-2020,151799,Female,18,Single,West Virginia,Basic,workers,PayPal,1,
04-09-2020,151800,Female,46,Single,Alabama,Silver,Employees,Card,1,
05-09-2020,151801,Female,56,Single,Nebraska,Silver,workers,PayPal,1,1234.26
06-09-2020,151802,Male,32,Single,Florida,Gold,Employees,PayPal,0,1504.25
07-09-2020,151803,Male,24,Married,New Hampshire,Platinum,workers,Card,0,897.1
08-09-2020,151804,Female,46,Married,Oregon,Platinum,Employees,Card,1,1746.47
09-09-2020,151805,Male,43,Married,Alabama,Silver,Employees,PayPal,1,87.88
10-09-2020,151806,Male,18,Single,Illinois,Platinum,Employees,Other,0,1650.69
11-09-2020,151807,Male,21,Married,Georgia,Basic,workers,PayPal,1,2611.18
12-09-2020,151808,Male,64,Married,Arkansas,Silver,workers,Card,1,1760.23
13-09-2020,151809,Male,54,Single,Arizona,Platinum,self-employed,Other,0,1860.03
14-09-2020,151810,Female,15,Single,Montana,Platinum,Unemployment,Card,0,2754.9
15-09-2020,151811,Female,24,Married,Alabama,Basic,workers,PayPal,0,270.93
16-09-2020,151812,,53,Married,Wisconsin,Silver,workers,PayPal,1,467.43
17-09-2020,151813,Female,67,Single,Utah,Basic,self-employed,Card,0,1364.98
18-09-2020,151814,Female,36,Single,Vermont,Silver,Employees,Card,1,
19-09-2020,151815,Female,68,Single,Michigan,Basic,workers,PayPal,1,104.54
20-09-2020,151816,Female,43,Married,South Dakota,Basic,self-employed,Other,1,2527.24
21-09-2020,151817,Male,64,Married,Idaho,Silver,workers,PayPal,1,1935.35
22-09-2020,151818,Female,46,Single,Missouri,Basic,Unemployment,Card,0,129.95
23-09-2020,151819,Male,75,Married,Delaware,Silver,self-employed,Card,1,
24-09-2020,151820,Female,41,Single,Hawaii,Basic,self-employed,PayPal,1,2623.07
25-09-2020,151821,Female,77,Single,Utah,Gold,workers,Other,1,1902.46
26-09-2020,151822,Female,38,Single,New Hampshire,Gold,self-employed,PayPal,1,1873.51
27-09-2020,151823,Female,50,Married,Vermont,Gold,workers,Other,1,1349.31
28-09-2020,151824,Female,46,Married,Ohio,Platinum,workers,Card,1,2081.86
29-09-2020,151825,Male,64,Married,Louisiana,Platinum,workers,Card,0,841.44
30-09-2020,151826,Male,67,Single,Nebraska,Gold,workers,PayPal,0,
01-10-2020,151827,Male,62,Single,Oregon,Platinum,workers,Other,,767.69
02-10-2020,151828,Male,69,Married,Oregon,Basic,Employees,Other,1,306.16
03-10-2020,151829,Male,59,Married,Maryland,Basic,self-employed,PayPal,0,533.64
04-10-2020,151830,Male,39,Married,Montana,Platinum,Unemployment,Other,0,
05-10-2020,151831,Female,40,Married,Florida,Platinum,workers,PayPal,1,696.84
06-10-2020,151832,Female,75,Single,Michigan,Basic,workers,PayPal,0,169.82
07-10-2020,151833,Female,40,Married,South Dakota,Basic,self-employed,PayPal,1,
08-10-2020,151834,Female,54,Married,Hawaii,Basic,workers,Other,,1208.94
09-10-2020,151835,Male,45,Married,Tennessee,Missing,Employees,PayPal,1,117.56
10-10-2020,151836,Male,36,Married,Washington,Silver,workers,Card,1,2055.39
11-10-2020,151837,Female,40,Single,Illinois,Basic,Unemployment,PayPal,1,1160.65
12-10-2020,151838,Female,68,Married,Arkansas,Silver,workers,PayPal,1,1044.78
13-10-2020,151839,Female,55,Single,Connecticut,Gold,workers,Other,1,2776.96
14-10-2020,151840,Male,32,Single,Arizona,Silver,Unemployment,PayPal,0,762.74
15-10-2020,151841,Female,72,Single,New Mexico,Basic,self-employed,PayPal,1,1717.11
16-10-2020,151842,Female,62,Single,Minnesota,Platinum,Unemployment,Other,1,1650.65
17-10-2020,151843,Female,55,Married,Pennsylvania,Basic,Unemployment,Other,1,2917.55
18-10-2020,151844,Female,18,Single,Michigan,Missing,self-employed,PayPal,0,1689.33
19-10-2020,151845,Female,,Single,Vermont,Platinum,workers,PayPal,1,436.52
20-10-2020,151846,Female,53,Married,Oklahoma,Silver,Employees,PayPal,0,279.19
21-10-2020,151847,Male,61,Single,Hawaii,Basic,workers,Other,1,2863.09
22-10-2020,151848,,15,Married,Tennessee,Platinum,self-employed,PayPal,1,1921.83
23-10-2020,151849,Male,24,Married,Rhode Island,Basic,workers,Card,1,1157.79
24-10-2020,151850,Female,73,Single,New York,Silver,Employees,PayPal,0,
25-10-2020,151851,Male,24,Married,North Dakota,Silver,Employees,PayPal,0,1802.33
26-10-2020,151852,Female,35,Married,Connecticut,Gold,Employees,PayPal,0,702.87
27-10-2020,151853,Female,65,Married,Arizona,Platinum,workers,PayPal,0,1534.1
28-10-2020,151854,Male,35,Single,Indiana,Missing,Unemployment,PayPal,1,1357.68
29-10-2020,151855,Female,22,Married,Michigan,Gold,Employees,PayPal,0,2960.52
30-10-2020,151856,Female,15,Married,Florida,Basic,Employees,Other,1,756.95
31-10-2020,151857,Female,65,Married,West Virginia,Basic,workers,PayPal,1,264.74
01-11-2020,151858,Male,65,Single,North Carolina,Missing,self-employed,PayPal,,1759.15
02-11-2020,151859,Female,63,Married,Massachusetts,Gold,self-employed,PayPal,1,2487.49
03-11-2020,151860,Male,47,Single,Arizona,Basic,Employees,Card,1,677.54
04-11-2020,151861,Female,38,Married,South Dakota,Platinum,Employees,PayPal,1,501.86
05-11-2020,151862,Female,42,Married,Minnesota,Platinum,workers,Card,,
06-11-2020,151863,Male,16,Single,New York,Silver,Employees,PayPal,1,1297.29
07-11-2020,151864,Male,57,Single,Massachusetts,Basic,Employees,PayPal,0,697.55
08-11-2020,151865,Male,55,Married,New Mexico,Basic,workers,Other,1,1121.06
09-11-2020,151866,Female,55,Single,North Carolina,Missing,workers,Other,1,391.88
10-11-2020,151867,Female,28,Single,Utah,Platinum,Unemployment,PayPal,1,945.26
11-11-2020,151868,Female,37,Married,Montana,Basic,Employees,Other,1,397.91
12-11-2020,151869,Male,35,Married,Texas,Basic,Unemployment,Card,0,2917.04
13-11-2020,151870,Female,26,Single,Florida,Basic,,PayPal,1,938.74
14-11-2020,151871,Female,63,Married,South Dakota,Gold,workers,Other,1,675.06
15-11-2020,151872,Male,78,Married,New Mexico,Basic,Employees,Card,0,1020.2
16-11-2020,151873,Male,56,Single,Nebraska,Basic,self-employed,Other,1,158.6
17-11-2020,151874,Female,53,Married,Washington,Platinum,workers,PayPal,1,218.06
18-11-2020,151875,Female,34,Married,Wisconsin,Basic,workers,Card,0,2814.33
19-11-2020,151876,Female,69,Married,Pennsylvania,Basic,,PayPal,1,101.23
20-11-2020,151877,Female,30,Single,Alaska,Basic,Employees,Card,0,1875.29
21-11-2020,151878,Female,31,Single,Kansas,Platinum,self-employed,PayPal,0,875.04
22-11-2020,151879,Female,57,Married,West Virginia,Platinum,Employees,PayPal,0,148.88
23-11-2020,151880,Male,55,Single,New Mexico,Basic,Employees,PayPal,1,
24-11-2020,151881,Female,76,Married,Arizona,Basic,Unemployment,PayPal,1,
25-11-2020,151882,Male,31,Single,Maine,Basic,self-employed,Other,0,216.26
26-11-2020,151883,Male,33,Single,Georgia,Platinum,Employees,PayPal,1,191.01
27-11-2020,151884,Female,40,Married,Wyoming,Silver,workers,Other,1,
28-11-2020,151885,Female,50,Single,Wyoming,Gold,Employees,Card,1,159.32
29-11-2020,151886,Male,26,Single,Montana,Gold,workers,PayPal,0,1150.77
30-11-2020,151887,Male,31,Single,South Dakota,Platinum,workers,PayPal,1,1124.26
01-12-2020,151888,Male,40,Single,Mississippi,Basic,self-employed,Other,,106.73
02-12-2020,151889,Male,67,Single,Mississippi,Basic,workers,Other,1,947.92
03-12-2020,151890,Male,34,Married,South Dakota,Missing,self-employed,Other,1,182.09
04-12-2020,151891,Female,56,Married,Idaho,Basic,Employees,Other,0,408.06
05-12-2020,151892,Female,34,Married,New Mexico,Platinum,self-employed,Card,1,1589.97
06-12-2020,151893,Female,48,Married,Missouri,Gold,workers,Card,1,2971.3
07-12-2020,151894,Male,40,Married,North Carolina,Silver,workers,Other,1,1651.4
08-12-2020,151895,Male,50,Single,Washington,Basic,self-employed,Other,1,
09-12-2020,151896,Female,75,Married,Alaska,Gold,Employees,PayPal,0,2615.89
10-12-2020,151897,Female,57,Married,Oregon,Silver,Employees,Card,1,1872.97
11-12-2020,151898,Male,27,Single,Utah,Basic,self-employed,PayPal,,1137.22
12-12-2020,151899,Female,40,Married,Massachusetts,Gold,Unemployment,PayPal,1,2705.93
13-12-2020,151900,Male,43,Married,Texas,Silver,Unemployment,Card,1,604.11
14-12-2020,151901,Male,72,Single,New York,Silver,Unemployment,Card,0,1488.16
15-12-2020,151902,Female,68,Single,Oregon,Basic,self-employed,PayPal,0,
16-12-2020,151903,Male,35,Married,Rhode Island,Gold,Employees,Other,1,2032.63
17-12-2020,151904,Female,37,Married,Arkansas,Gold,Unemployment,PayPal,1,887.97
18-12-2020,151905,Female,19,Married,Oklahoma,Silver,Employees,PayPal,1,725.91
19-12-2020,151906,Female,66,Married,Iowa,Basic,self-employed,Other,,588.61
20-12-2020,151907,Male,43,Married,Virginia,Silver,self-employed,Card,1,42.98
21-12-2020,151908,Female,19,Married,Nevada,Gold,Employees,Other,1,1895.93
22-12-2020,151909,Female,18,Married,New Hampshire,Platinum,Employees,PayPal,1,
23-12-2020,151910,Female,31,Single,Illinois,Silver,workers,PayPal,1,1322.08
24-12-2020,151911,Female,40,Single,Washington,Silver,workers,PayPal,1,182.35
25-12-2020,151912,Female,37,Married,New Mexico,Basic,Unemployment,Other,1,287.77
26-12-2020,151913,Female,73,Married,Iowa,Basic,workers,PayPal,1,1106.89
27-12-2020,151914,Female,29,Married,Maine,Basic,self-employed,Card,0,1295.42
28-12-2020,151915,Male,42,Single,West Virginia,Gold,self-employed,Card,0,608.33
29-12-2020,151916,Female,53,Married,Oregon,Basic,workers,PayPal,1,639.25
30-12-2020,151917,Female,15,Single,New Jersey,Silver,self-employed,PayPal,1,1417.01
31-12-2020,151918,Female,58,Married,Maine,Basic,self-employed,Other,1,2536.59
01-01-2021,151919,Female,74,Married,Georgia,Basic,workers,PayPal,1,861.93
02-01-2021,151920,Female,,Married,Indiana,Basic,Employees,Card,1,1239.91
03-01-2021,151921,Female,38,Married,Texas,Basic,Unemployment,PayPal,1,
04-01-2021,151922,Female,45,Single,Ohio,Basic,Employees,Other,0,1954.97
05-01-2021,151923,Male,45,Married,Louisiana,Basic,Employees,Other,,1671.72
06-01-2021,151924,Male,63,Married,Minnesota,Silver,Employees,Card,1,1142.52
07-01-2021,151925,Male,56,Single,Georgia,Basic,workers,PayPal,1,1567.64
08-01-2021,151926,Female,62,Married,Kentucky,Platinum,self-employed,PayPal,1,1326.95
09-01-2021,151927,Female,39,Married,Kansas,Basic,Employees,PayPal,0,
10-01-2021,151928,Male,35,Married,Nevada,Gold,self-employed,PayPal,0,1935
11-01-2021,151929,Male,25,Married,Idaho,Silver,self-employed,Other,1,2568.34
12-01-2021,151930,Male,25,Single,Colorado,Platinum,workers,PayPal,1,1198.81
13-01-2021,151931,Male,44,Single,Illinois,Basic,Employees,Card,1,2996.82
14-01-2021,151932,Female,22,Married,California,Basic,workers,PayPal,1,1510.28
15-01-2021,151933,Male,49,Single,Connecticut,Silver,self-employed,PayPal,0,896.07
16-01-2021,151934,Male,54,Single,Minnesota,Basic,self-employed,PayPal,0,227.66
17-01-2021,151935,Female,16,Married,South Dakota,Basic,Unemployment,Card,1,
18-01-2021,151936,Male,54,Single,Kentucky,Basic,workers,PayPal,1,2654.79
19-01-2021,151937,Female,39,Single,New York,Missing,workers,PayPal,1,1426.26
20-01-2021,151938,Male,,Married,Alaska,Basic,workers,PayPal,1,664.37
21-01-2021,151939,Female,56,Single,New Hampshire,Basic,Employees,Card,1,1049.31
22-01-2021,151940,Male,41,Married,South Carolina,Platinum,workers,PayPal,0,
23-01-2021,151941,Male,63,Married,Louisiana,Basic,self-employed,PayPal,0,383.85
24-01-2021,151942,Female,72,Single,Arizona,Missing,workers,Card,1,540.38
25-01-2021,151943,Female,,Single,Pennsylvania,Basic,Employees,Other,0,1431.32
26-01-2021,151944,Female,78,Married,New Hampshire,Basic,self-employed,PayPal,1,2966.31
27-01-2021,151945,Male,24,Single,Iowa,Platinum,Employees,Other,1,
28-01-2021,151946,Female,40,Married,Louisiana,Basic,workers,Other,1,326.44
29-01-2021,151947,Female,36,Married,Louisiana,Silver,Employees,PayPal,,681.16
30-01-2021,151948,Male,24,Married,Arizona,Platinum,workers,PayPal,1,1486.56
31-01-2021,151949,Male,78,Married,California,Basic,workers,PayPal,1,1106.53
01-02-2021,151950,Male,36,Married,West Virginia,Basic,Employees,PayPal,0,2540.97
02-02-2021,151951,Female,66,Married,South Carolina,Silver,Employees,Other,1,696.5
03-02-2021,151952,Male,59,Married,New Mexico,Basic,Employees,Other,1,1062.47
04-02-2021,151953,Female,44,Single,Wyoming,Basic,self-employed,PayPal,0,2960.98
05-02-2021,151954,Male,66,Single,Nebraska,Basic,workers,PayPal,1,81.37
06-02-2021,151955,Male,18,Married,Vermont,Gold,workers,PayPal,0,1521.84
07-02-2021,151956,Male,53,Married,Indiana,Basic,self-employed,Other,1,2070.51
08-02-2021,151957,Male,43,Married,Idaho,Gold,Employees,PayPal,1,
09-02-2021,151958,Male,72,Single,Rhode Island,Silver,Employees,PayPal,1,
10-02-2021,151959,Male,62,Married,New York,Missing,workers,PayPal,1,1804.6
11-02-2021,151960,Male,35,Single,Louisiana,Silver,workers,Other,1,
12-02-2021,151961,Male,18,Married,Ohio,Basic,Employees,PayPal,0,1733.78
13-02-2021,151962,Female,27,Single,Kentucky,Platinum,Employees,Card,1,
14-02-2021,151963,Female,59,Married,California,Missing,workers,Card,0,880.28
15-02-2021,151964,Male,36,Married,Colorado,Silver,Employees,PayPal,1,1276.2
16-02-2021,151965,Male,65,Married,South Carolina,Platinum,workers,Card,,56.63
17-02-2021,151966,Male,50,Married,Arkansas,Silver,Employees,PayPal,1,393.8
18-02-2021,151967,Female,24,Single,North Dakota,Basic,workers,PayPal,1,2902.97
19-02-2021,151968,Female,71,Married,Idaho,Basic,workers,Card,1,1657.33
20-02-2021,151969,Female,36,Single,New York,Basic,Employees,Other,,2018.28
21-02-2021,151970,Female,46,Single,Maine,Basic,Employees,Card,1,1031.63
22-02-2021,151971,Female,55,Single,Missouri,Platinum,workers,PayPal,1,779.96
23-02-2021,151972,Male,52,Single,Colorado,Basic,Employees,Other,1,1868.24
24-02-2021,151973,Female,29,Married,Rhode Island,Missing,self-employed,PayPal,1,2513.36
25-02-2021,151974,Male,32,Single,Arkansas,Basic,Employees,PayPal,1,2733
26-02-2021,151975,Male,66,Single,Indiana,Basic,workers,PayPal,1,435.3
27-02-2021,151976,Male,71,Single,Oregon,Platinum,,PayPal,1,1188.81
28-02-2021,151977,Female,17,Married,West Virginia,Basic,self-employed,PayPal,1,1746.63
01-03-2021,151978,Male,37,Single,Wyoming,Silver,self-employed,PayPal,0,1833.14
02-03-2021,151979,Female,34,Married,New Jersey,Platinum,Unemployment,PayPal,1,
03-03-2021,151980,Male,48,Married,Connecticut,Basic,workers,PayPal,1,1068.9
04-03-2021,151981,Female,56,Single,Maine,Gold,Employees,PayPal,1,2687.66
05-03-2021,151982,Female,61,Married,Missouri,Basic,workers,PayPal,1,623.55
06-03-2021,151983,Female,28,Married,Virginia,Platinum,self-employed,PayPal,1,498.27
07-03-2021,151984,Female,54,Married,Utah,Gold,,Card,1,243.97
08-03-2021,151985,Female,76,Married,Michigan,Gold,Employees,Card,1,539.1
09-03-2021,151986,Female,75,Married,Tennessee,Missing,self-employed,Other,0,333.9
10-03-2021,151987,Female,74,Married,Massachusetts,Basic,Employees,Other,1,68.46
11-03-2021,151988,Male,69,Single,Georgia,Missing,Employees,PayPal,1,294.04
12-03-2021,151989,Male,52,Married,Indiana,Silver,Employees,PayPal,0,675.01
13-03-2021,151990,Female,33,Single,Wisconsin,Platinum,self-employed,PayPal,1,1809.6
14-03-2021,151991,Female,33,Married,Wisconsin,Gold,workers,Card,0,1085.15
15-03-2021,151992,Female,35,Married,California,Basic,Unemployment,Card,0,564.27
16-03-2021,151993,Female,60,Married,California,Silver,Employees,Card,1,2407.99
17-03-2021,151994,Female,,Married,Alabama,Basic,workers,PayPal,1,
18-03-2021,151995,Male,32,Married,Nevada,Silver,self-employed,PayPal,,2842.61
19-03-2021,151996,Male,20,Single,Virginia,Basic,Employees,PayPal,1,234.15
20-03-2021,151997,Female,69,Single,Arizona,Basic,workers,PayPal,1,195.25
21-03-2021,151998,Female,30,Married,Michigan,Basic,self-employed,Other,1,490.23
22-03-2021,151999,Female,34,Single,Arkansas,Platinum,self-employed,Card,1,636.89
23-03-2021,152000,Male,40,Married,Hawaii,Silver,Employees,PayPal,1,1931.67
24-03-2021,152001,Male,37,Married,Tennessee,Silver,Employees,Card,0,1948.66
25-03-2021,152002,Female,22,Single,South Dakota,Gold,Employees,Card,0,2007.54
26-03-2021,152003,Female,26,Married,West Virginia,Missing,self-employed,Card,1,2020.07
27-03-2021,152004,Female,43,Single,Idaho,Gold,Employees,PayPal,1,1227.65
28-03-2021,152005,Female,39,Married,Massachusetts,Silver,workers,PayPal,0,2010.7
29-03-2021,152006,Female,46,Single,Washington,Gold,Employees,Card,1,553.18
30-03-2021,152007,Male,31,Single,Oregon,Silver,self-employed,Card,1,2584.24
31-03-2021,152008,Male,70,Single,Kentucky,Silver,self-employed,Card,1,1503.63
01-04-2021,152009,Female,72,Single,New Mexico,Basic,workers,PayPal,1,361.19
02-04-2021,152010,Female,67,Married,Tennessee,Silver,workers,Card,0,2918.71
03-04-2021,152011,Male,78,Single,Idaho,Platinum,workers,PayPal,1,1421.55
04-04-2021,152012,Male,45,Married,Missouri,Gold,Employees,Other,0,
05-04-2021,152013,Female,30,Married,Mississippi,Basic,Employees,PayPal,1,532.29
06-04-2021,152014,Female,,Married,Mississippi,Gold,Employees,Other,1,1250.55
07-04-2021,152015,Female,77,Married,New York,Platinum,workers,Card,1,
08-04-2021,152016,Female,26,Single,Arizona,Basic,workers,PayPal,1,1799.49
09-04-2021,152017,Female,59,Single,Virginia,Platinum,workers,Other,1,235.99
10-04-2021,152018,Female,28,Married,California,Gold,workers,Card,1,1887.3
11-04-2021,152019,Male,53,Single,Alabama,Basic,Employees,PayPal,1,114.85
12-04-2021,152020,Female,47,Married,Texas,Basic,Employees,PayPal,1,1679.77
13-04-2021,152021,Female,41,Married,South Carolina,Basic,workers,Card,0,486.79
14-04-2021,152022,Male,73,Married,Tennessee,Basic,workers,Other,1,663.83
15-04-2021,152023,Male,48,Single,West Virginia,Platinum,Employees,Other,1,44.75
16-04-2021,152024,Female,71,Single,Connecticut,Basic,Employees,Other,1,2640.15
17-04-2021,152025,Male,51,Single,Massachusetts,Missing,Unemployment,Card,1,
18-04-2021,152026,Male,69,Married,Maryland,Basic,Employees,PayPal,0,1121.33
19-04-2021,152027,Female,20,Single,Colorado,Basic,Employees,PayPal,1,910.33
20-04-2021,152028,Male,41,Married,Arkansas,Missing,Employees,PayPal,1,56.13
21-04-2021,152029,Male,55,Married,North Carolina,Silver,Employees,Card,1,1828.98
22-04-2021,152030,Female,37,Married,New Mexico,Basic,workers,Card,0,1122.19
23-04-2021,152031,Female,34,Single,Arkansas,Gold,self-employed,PayPal,1,72.69
24-04-2021,152032,Female,28,Single,Nevada,Basic,Employees,Card,1,1286.07
25-04-2021,152033,Female,63,Married,New Mexico,Gold,Employees,Card,1,1913.23
26-04-2021,152034,Female,30,Single,New Jersey,Basic,workers,Other,0,1513.31
27-04-2021,152035,Female,24,Married,Nebraska,Basic,workers,Card,1,1083.55
28-04-2021,152036,Male,62,Married,North Dakota,Basic,workers,PayPal,0,1724.57
29-04-2021,152037,,57,Married,Oregon,Basic,workers,PayPal,1,882.42
30-04-2021,152038,Female,51,Single,North Carolina,Platinum,Employees,Card,1,2567.73
01-05-2021,152039,Male,55,Single,North Dakota,Silver,Employees,Card,1,719.14
02-05-2021,152040,Male,63,Married,Maine,Basic,workers,PayPal,0,1908.42
03-05-2021,152041,Female,19,Single,Washington,Basic,workers,Card,1,1283.18
04-05-2021,152042,Female,16,Married,Virginia,Silver,workers,PayPal,,1141.17
05-05-2021,152043,Male,55,Married,Ohio,Basic,self-employed,Other,1,2864.12
06-05-2021,152044,Female,47,Single,Alaska,Basic,Employees,PayPal,1,1094.78
07-05-2021,152045,Female,,Single,Illinois,Silver,Employees,Other,1,1494.24
08-05-2021,152046,Female,54,Married,Delaware,Basic,Employees,Other,1,2557.92
09-05-2021,152047,Male,63,Married,Alabama,Basic,self-employed,PayPal,1,2876.36
10-05-2021,152048,Male,26,Single,Maryland,Silver,Unemployment,PayPal,1,5.55
11-05-2021,152049,Male,59,Single,Louisiana,Basic,Employees,Card,0,
12-05-2021,152050,Male,56,Married,Kentucky,Gold,workers,Card,1,
13-05-2021,152051,Male,36,Married,Mississippi,Basic,self-employed,Other,1,1824.67
14-05-2021,152052,Female,78,Married,California,Gold,workers,PayPal,1,1493.76
15-05-2021,152053,Female,41,Married,Oklahoma,Basic,workers,PayPal,0,568.27
16-05-2021,152054,Female,49,Married,Vermont,Basic,Employees,PayPal,1,2904.15
17-05-2021,152055,Female,21,Single,Georgia,Basic,Employees,Card,1,34.43
18-05-2021,152056,Male,75,Single,North Dakota,Platinum,workers,Card,1,2068.44
19-05-2021,152057,Female,32,Single,Wisconsin,Gold,self-employed,Card,1,2609.7
20-05-2021,152058,Female,70,Single,California,Missing,self-employed,Other,1,534.76
21-05-2021,152059,Female,75,Married,Nebraska,Missing,self-employed,Other,0,2645.93
22-05-2021,152060,Female,64,Married,Arizona,Basic,workers,PayPal,1,74.93
23-05-2021,152061,Female,49,Married,Rhode Island,Silver,Employees,Other,0,2624
24-05-2021,152062,Male,56,Married,Michigan,Silver,Employees,Card,0,2086
25-05-2021,152063,Female,72,Single,North Dakota,Basic,workers,Card,1,1357.6
26-05-2021,152064,Female,38,Married,Minnesota,Missing,Employees,PayPal,,1777.31
27-05-2021,152065,Female,40,Single,Arizona,Gold,self-employed,Other,1,2513.75
28-05-2021,152066,Male,26,Married,Florida,Missing,workers,PayPal,0,2705.36
29-05-2021,152067,Male,42,Single,Alabama,Basic,Employees,Other,0,1691.62
30-05-2021,152068,Male,65,Single,West Virginia,Missing,workers,Card,0,1840.03
31-05-2021,152069,Female,46,Single,Michigan,Platinum,Unemployment,Card,0,2051.18
01-06-2021,152070,Male,51,Married,Alabama,Platinum,self-employed,Other,1,1367.77
02-06-2021,152071,Male,71,Single,Alaska,Basic,Employees,Other,0,768.38
03-06-2021,152072,Male,39,Single,Maine,Silver,workers,Other,1,
04-06-2021,152073,Male,75,Single,Iowa,Platinum,workers,PayPal,,1639.73
05-06-2021,152074,Female,59,Married,Delaware,Basic,workers,Other,0,2466.37
06-06-2021,152075,Female,27,Single,Delaware,Basic,Employees,PayPal,1,936.39
07-06-2021,152076,Male,36,Single,Kansas,Basic,Unemployment,Card,0,2744.96
08-06-2021,152077,Female,44,Single,Rhode Island,Platinum,Employees,Card,1,1595.06
09-06-2021,152078,Female,24,Married,Wyoming,Basic,Unemployment,PayPal,1,566.58
10-06-2021,152079,Female,35,Married,North Dakota,Silver,Employees,Card,0,
11-06-2021,152080,Male,75,Married,Louisiana,Platinum,workers,Other,1,429.08
12-06-2021,152081,Male,40,Single,Mississippi,Basic,Unemployment,Other,0,1462.02
13-06-2021,152082,Male,42,Married,Maine,Basic,Employees,Card,1,39.84
14-06-2021,152083,Female,64,Single,Minnesota,Silver,workers,Other,1,1734.67
15-06-2021,152084,Male,26,Single,Massachusetts,Gold,self-employed,Card,1,297.61
16-06-2021,152085,Male,21,Single,Wyoming,Basic,workers,Other,1,492.74
17-06-2021,152086,Male,63,Single,Delaware,Silver,workers,PayPal,1,872.01
18-06-2021,152087,Male,21,Married,Wisconsin,Platinum,self-employed,Card,1,417.6
19-06-2021,152088,Female,46,Single,Arkansas,Silver,workers,PayPal,1,1430.93
20-06-2021,152089,Male,53,Married,Tennessee,Basic,self-employed,Card,0,
21-06-2021,152090,Female,45,Single,Georgia,Platinum,workers,Card,1,341.39
22-06-2021,152091,Female,61,Single,Louisiana,Basic,Employees,PayPal,0,901.66
23-06-2021,152092,Male,78,Single,Vermont,Basic,workers,PayPal,0,192.77
24-06-2021,152093,Male,73,Married,South Dakota,Platinum,Unemployment,PayPal,1,1713.58
25-06-2021,152094,Female,17,Single,Minnesota,Platinum,Employees,Card,1,99.77
26-06-2021,152095,Male,68,Married,New York,Basic,workers,PayPal,1,
27-06-2021,152096,Female,65,Single,Louisiana,Gold,Employees,PayPal,0,1208.88
28-06-2021,152097,Male,22,Married,Wisconsin,Basic,workers,PayPal,0,471.95
29-06-2021,152098,Male,43,Single,West Virginia,Basic,workers,PayPal,1,2065.03
30-06-2021,152099,Female,16,Single,Connecticut,Basic,self-employed,PayPal,,1644.06
01-07-2021,152100,Female,51,Married,Ohio,Basic,Unemployment,PayPal,1,678.47
02-07-2021,152101,Male,50,Married,Colorado,Basic,Employees,PayPal,1,1412.72
03-07-2021,152102,Female,59,Married,Minnesota,Platinum,self-employed,Card,1,2053.25
04-07-2021,152103,Female,35,Married,Wisconsin,Basic,self-employed,PayPal,,976.02
05-07-2021,152104,Male,33,Married,Oklahoma,Basic,workers,PayPal,0,1681.59
06-07-2021,152105,Male,28,Married,Utah,Basic,Employees,Card,1,975.11
07-07-2021,152106,Male,53,Single,Florida,Basic,Employees,PayPal,1,
08-07-2021,152107,Female,42,Married,Iowa,Gold,,Other,0,1425.99
09-07-2021,152108,Male,72,Single,New Hampshire,Silver,workers,Card,1,1822.43
10-07-2021,152109,Female,67,Single,Colorado,Gold,Unemployment,Card,1,577.53
11-07-2021,152110,Male,69,Married,Florida,Basic,Employees,Other,0,2649.13
12-07-2021,152111,Female,31,Single,New Hampshire,Basic,Employees,Other,1,1479.67
13-07-2021,152112,Female,52,Single,Georgia,Basic,workers,PayPal,1,1894.89
14-07-2021,152113,Male,75,Married,Hawaii,Platinum,Employees,PayPal,1,1687.41
15-07-2021,152114,Female,51,Single,West Virginia,Platinum,Unemployment,Card,0,522.04
16-07-2021,152115,Male,49,Single,Rhode Island,Silver,Employees,PayPal,0,1579.61
17-07-2021,152116,Male,18,Single,Illinois,Basic,self-employed,PayPal,1,2939.09
18-07-2021,152117,Male,61,Married,New Jersey,Missing,workers,Other,,1957.04
19-07-2021,152118,Male,66,Single,New Jersey,Silver,Unemployment,Other,,1095.15
20-07-2021,152119,Female,47,Married,North Dakota,Basic,Unemployment,Other,1,1208.12
21-07-2021,152120,Female,45,Single,Massachusetts,Silver,workers,Other,0,149.78
22-07-2021,152121,Female,26,Single,Kentucky,Basic,workers,Card,1,308.26
23-07-2021,152122,Female,53,Married,Iowa,Silver,Employees,Card,1,1901.61
24-07-2021,152123,Female,35,Married,Minnesota,Missing,workers,Card,1,1713.07
25-07-2021,152124,Female,41,Married,Minnesota,Basic,Employees,PayPal,1,199.6
26-07-2021,152125,Female,31,Married,Arkansas,Gold,Employees,Card,1,747.96
27-07-2021,152126,Male,57,Single,Massachusetts,Platinum,workers,Other,,2874.22
28-07-2021,152127,Female,32,Married,Pennsylvania,Platinum,Employees,PayPal,1,388.15
29-07-2021,152128,Female,22,Single,South Carolina,Gold,self-employed,Card,,2690.07
30-07-2021,152129,Female,47,Married,Florida,Gold,Employees,Other,0,1655.82
31-07-2021,152130,Male,18,Married,Virginia,Silver,Employees,PayPal,1,2683.09
